Rk,Player,Age,Team,Lg,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards,Player-additional
553,Alex Lange,28,DET,AL,-0.6,0,3,0.0,4.34,21,0,10,0,0,2,18.2,16,16,9,0,17,0,21,2,0,4,90,97.0,3.97,1.768,7.7,0.0,8.2,10.1,1.24,,langa001
554,Blake Walston*,23,ARI,NL,-0.1,1,0,1.0,4.42,7,2,3,0,0,0,18.1,16,12,9,4,10,0,18,3,0,0,83,96.0,6.17,1.418,7.9,2.0,4.9,8.8,1.8,,walsb001
555,Garrett Whitlock,28,BOS,AL,0.8,1,0,1.0,1.96,4,4,0,0,0,0,18.1,14,4,4,1,7,0,17,1,0,0,75,215.0,3.33,1.145,6.9,0.5,3.4,8.3,2.43,,whitg002
556,Daysbel Hernández,27,ATL,NL,0.4,3,0,1.0,2.5,16,0,6,0,0,0,18.0,10,6,5,0,10,1,26,1,0,1,74,169.0,2.11,1.111,5.0,0.0,5.0,13.0,2.6,,hernd005
557,Bailey Horn*,26,BOS,AL,-0.3,1,1,0.5,6.5,18,0,3,0,0,0,18.0,22,14,13,5,10,2,13,0,0,0,88,65.0,7.0,1.778,11.0,2.5,5.0,6.5,1.3,,hornb002
558,Walter Pennington*,26,2TM,AL,0.2,1,0,1.0,3.0,16,1,3,0,0,0,18.0,19,7,6,1,11,0,17,2,0,1,84,132.0,4.17,1.667,9.5,0.5,5.5,8.5,1.55,,pennw002
558,Walter Pennington*,26,KCR,AL,0.0,0,0,,0.0,1,0,1,0,0,0,0.2,0,0,0,0,0,0,1,0,0,0,2,,0.17,0.0,0.0,0.0,0.0,13.5,,,pennw002
558,Walter Pennington*,26,TEX,AL,0.2,1,0,1.0,3.12,15,1,2,0,0,0,17.1,19,7,6,1,11,0,16,2,0,1,82,124.0,4.32,1.731,9.9,0.5,5.7,8.3,1.45,,pennw002
559,Ky Bush*,24,CHW,AL,0.1,0,3,0.0,5.6,4,4,0,0,0,0,17.2,20,11,11,2,16,1,11,1,0,2,87,75.0,6.28,2.038,10.2,1.0,8.2,5.6,0.69,,bushk001
560,Kent Emanuel*,32,MIA,NL,-0.3,0,0,,6.62,12,0,4,0,0,0,17.2,20,14,13,4,7,0,12,3,0,0,82,66.0,6.45,1.528,10.2,2.0,3.6,6.1,1.71,,emank001
561,Brandon Hughes*,28,ARI,NL,-0.4,0,0,,8.15,15,2,4,0,0,0,17.2,24,16,16,8,10,0,21,2,0,1,89,52.0,8.71,1.925,12.2,4.1,5.1,10.7,2.1,,hughb002
562,Joe La Sorsa*,26,WSN,NL,0.1,0,0,,4.58,16,0,6,0,0,0,17.2,17,9,9,4,5,1,14,1,0,0,74,90.0,5.54,1.245,8.7,2.0,2.5,7.1,2.8,,lasoj001
563,Drew Smith,30,NYM,NL,0.2,1,1,0.5,3.06,19,0,4,0,0,2,17.2,18,7,6,2,9,0,23,0,0,3,79,131.0,3.56,1.528,9.2,1.0,4.6,11.7,2.56,,smitd009
564,Guillo Zuñiga,25,LAA,AL,-0.1,0,0,,5.09,15,0,6,0,0,2,17.2,16,10,10,5,8,2,12,1,0,1,76,84.0,7.02,1.358,8.2,2.5,4.1,6.1,1.5,,zunig001
565,Adbert Alzolay,29,CHC,NL,-0.6,1,4,0.2,4.67,18,0,11,0,0,4,17.1,19,13,9,6,6,0,13,1,0,0,75,87.0,7.38,1.442,9.9,3.1,3.1,6.8,2.17,,alzoa001
566,Cole Winn,24,TEX,AL,-0.5,0,1,0.0,7.79,13,0,8,0,0,0,17.1,18,15,15,2,4,0,14,3,0,1,77,50.0,4.26,1.269,9.3,1.0,2.1,7.3,3.5,,winnc001
567,Hunter Bigge,26,2TM,2LG,0.4,0,0,,2.6,19,1,11,0,0,1,17.1,17,5,5,2,5,0,24,0,0,2,73,160.0,2.76,1.269,8.8,1.0,2.6,12.5,4.8,,biggh001
567,Hunter Bigge,26,CHC,NL,0.1,0,0,,2.7,4,0,2,0,0,0,3.1,3,1,1,0,2,0,5,0,0,0,15,164.0,1.97,1.5,8.1,0.0,5.4,13.5,2.5,,biggh001
567,Hunter Bigge,26,TBR,AL,0.3,0,0,,2.57,15,1,9,0,0,1,14.0,14,4,4,2,3,0,19,0,0,2,58,159.0,2.95,1.214,9.0,1.3,1.9,12.2,6.33,,biggh001
568,Zack Thompson*,26,STL,NL,-0.7,0,2,0.0,9.53,5,2,0,0,0,0,17.0,24,18,18,6,8,0,20,1,0,0,83,44.0,6.99,1.882,12.7,3.2,4.2,10.6,2.5,,thomz002
569,Ryan Zeferjahn,26,LAA,AL,0.5,0,0,,2.12,12,0,4,0,0,0,17.0,7,4,4,0,6,1,18,2,0,0,64,202.0,2.46,0.765,3.7,0.0,3.2,9.5,3.0,,zefer001
570,Dallas Keuchel*,36,MIL,NL,0.0,0,0,,5.4,4,4,0,0,0,0,16.2,23,10,10,3,8,0,11,0,0,0,79,78.0,5.63,1.86,12.4,1.6,4.3,5.9,1.38,,keucd001
571,Alex Cobb,36,CLE,AL,0.3,2,1,0.667,2.76,3,3,0,0,0,0,16.1,14,7,5,1,3,0,10,0,0,0,62,149.0,3.29,1.041,7.7,0.6,1.7,5.5,3.33,,cobba001
572,Matt Sauer,25,KCR,AL,-0.2,0,0,,7.71,14,0,8,0,0,0,16.1,23,14,14,3,11,0,9,1,0,1,84,54.0,6.66,2.082,12.7,1.7,6.1,5.0,0.82,,sauem001
573,Josh Sborz,30,TEX,AL,0.0,2,2,0.5,3.86,17,0,3,0,0,0,16.1,16,8,7,1,4,0,17,0,0,2,69,100.0,2.61,1.224,8.8,0.6,2.2,9.4,4.25,,sborj002
574,Yosver Zulueta,26,CIN,NL,0.1,0,0,,4.96,12,0,6,0,0,0,16.1,15,10,9,2,7,0,20,1,0,1,69,90.0,3.78,1.347,8.3,1.1,3.9,11.0,2.86,,zuluy001
575,José Cuas,30,2TM,2LG,-0.5,0,0,,7.71,13,0,3,0,0,0,16.1,19,15,14,4,10,1,17,5,0,2,83,54.0,7.02,1.776,10.5,2.2,5.5,9.4,1.7,,cuasj001
575,José Cuas,30,CHC,NL,-0.4,0,0,,7.43,9,0,2,0,0,0,13.1,16,12,11,3,6,0,14,3,0,2,65,55.0,6.02,1.65,10.8,2.0,4.1,9.5,2.33,,cuasj001
575,José Cuas,30,TOR,AL,-0.1,0,0,,9.0,4,0,1,0,0,0,3.0,3,3,3,1,4,1,3,2,0,0,18,51.0,11.5,2.333,9.0,3.0,12.0,9.0,0.75,,cuasj001
576,Shaun Anderson,29,2TM,2LG,-0.6,0,2,0.0,8.27,6,2,3,0,0,0,16.1,34,19,15,3,1,0,10,1,0,2,85,53.0,4.7,2.143,18.7,1.7,0.6,5.5,10.0,,andes002
576,Shaun Anderson,29,TEX,AL,0.0,0,0,,5.4,2,0,1,0,0,0,3.1,6,2,2,0,1,0,3,0,0,0,17,78.0,2.27,2.1,16.2,0.0,2.7,8.1,3.0,,andes002
576,Shaun Anderson,29,MIA,NL,-0.6,0,2,0.0,9.0,4,2,2,0,0,0,13.0,28,17,13,3,0,0,7,1,0,2,68,49.0,5.32,2.154,19.4,2.1,0.0,4.8,,,andes002
577,Cole Sulser,34,2TM,2LG,0.4,1,0,1.0,2.76,10,2,2,0,0,0,16.1,9,5,5,1,9,1,15,0,0,0,66,151.0,3.78,1.102,5.0,0.6,5.0,8.3,1.67,,sulsc001
577,Cole Sulser,34,NYM,NL,-0.2,0,0,,9.64,4,0,1,0,0,0,4.2,6,5,5,1,3,0,7,0,0,0,23,44.0,4.88,1.929,11.6,1.9,5.8,13.5,2.33,,sulsc001
577,Cole Sulser,34,TBR,AL,0.7,1,0,1.0,0.0,6,2,1,0,0,0,11.2,3,0,0,0,6,1,8,0,0,0,43,,3.34,0.771,2.3,0.0,4.6,6.2,1.33,,sulsc001
578,Tristan Beck,28,SFG,NL,0.5,0,0,,1.69,7,1,2,0,0,0,16.0,14,3,3,2,4,0,14,1,0,0,67,236.0,3.98,1.125,7.9,1.1,2.3,7.9,3.5,,beckt002
579,Mike Clevinger,33,CHW,AL,-0.1,0,3,0.0,6.75,4,4,0,0,0,0,16.0,22,13,12,4,9,1,15,0,0,2,78,62.0,6.23,1.938,12.4,2.3,5.1,8.4,1.67,,clevm001
580,Yency Almonte,30,CHC,NL,0.1,1,0,1.0,3.45,17,0,2,0,0,1,15.2,9,7,6,1,8,1,20,2,0,1,67,118.0,3.36,1.085,5.2,0.6,4.6,11.5,2.5,,almoy001
581,José Cisnero,35,LAA,AL,-0.4,0,0,,6.89,15,0,3,0,0,0,15.2,18,15,12,4,8,0,17,2,0,3,74,62.0,6.23,1.66,10.3,2.3,4.6,9.8,2.13,,cisnj001
582,Grant Holman,24,OAK,AL,0.2,1,1,0.5,4.02,18,0,5,0,0,0,15.2,17,8,7,1,9,1,16,1,0,1,73,100.0,3.87,1.66,9.8,0.6,5.2,9.2,1.78,,holmg002
583,Brock Stewart,32,MIN,AL,-0.1,0,0,,5.17,16,0,1,0,0,0,15.2,15,9,9,2,8,0,20,0,0,0,67,83.0,3.8,1.468,8.6,1.1,4.6,11.5,2.5,,stewb001
584,Alex Young*,30,2TM,NL,0.3,0,0,,2.87,17,0,8,0,0,0,15.2,15,5,5,2,7,0,15,0,0,0,68,146.0,4.25,1.404,8.6,1.1,4.0,8.6,2.14,,youna002
584,Alex Young*,30,CIN,NL,0.1,0,0,,0.0,3,0,1,0,0,0,2.0,4,0,0,0,0,0,2,0,0,0,10,,1.17,2.0,18.0,0.0,0.0,9.0,,,youna002
584,Alex Young*,30,NYM,NL,0.2,0,0,,3.29,14,0,7,0,0,0,13.2,11,5,5,2,7,0,13,0,0,0,58,123.0,4.7,1.317,7.2,1.3,4.6,8.6,1.86,,youna002
585,Elieser Hernández,29,2TM,NL,-0.3,0,1,0.0,6.32,9,1,3,0,0,0,15.2,14,11,11,5,5,0,8,0,0,2,64,67.0,7.25,1.213,8.0,2.9,2.9,4.6,1.6,,herne002
585,Elieser Hernández,29,LAD,NL,-0.3,0,1,0.0,8.38,5,1,1,0,0,0,9.2,9,9,9,5,3,0,6,0,0,0,42,49.0,9.58,1.241,8.4,4.7,2.8,5.6,2.0,,herne002
585,Elieser Hernández,29,MIL,NL,0.1,0,0,,3.0,4,0,2,0,0,0,6.0,5,2,2,0,2,0,2,0,0,2,22,146.0,3.5,1.167,7.5,0.0,3.0,3.0,1.0,,herne002
586,Tyler Wells,29,BAL,AL,-0.3,0,2,0.0,5.87,3,3,0,0,0,0,15.1,18,11,10,3,3,0,13,0,0,0,67,67.0,4.6,1.37,10.6,1.8,1.8,7.6,4.33,,wellt003
587,Julian Merryweather,32,CHC,NL,-0.4,1,1,0.5,6.6,15,0,4,0,0,0,15.0,18,11,11,0,9,0,14,3,0,2,74,62.0,3.7,1.8,10.8,0.0,5.4,8.4,1.56,,merrj001
588,Sammy Peralta*,26,CHW,AL,0.1,0,0,,4.8,9,0,4,0,0,0,15.0,21,9,8,2,7,0,11,0,1,0,72,88.0,4.83,1.867,12.6,1.2,4.2,6.6,1.57,,peras001
589,Tom Cosgrove*,28,SDP,NL,-0.9,0,1,0.0,11.66,18,0,3,0,0,0,14.2,23,19,19,3,6,0,15,4,0,0,76,36.0,5.83,1.977,14.1,1.8,3.7,9.2,2.5,,cosgt001
590,Alek Jacob,26,SDP,NL,0.3,0,0,,2.45,7,0,2,0,0,0,14.2,9,4,4,1,2,0,19,2,0,0,57,171.0,2.28,0.75,5.5,0.6,1.2,11.7,9.5,,jacoa001
591,Daniel Palencia,24,CHC,NL,-0.2,0,1,0.0,6.14,10,0,3,0,0,1,14.2,14,11,10,0,12,0,16,1,0,0,69,66.0,3.64,1.773,8.6,0.0,7.4,9.8,1.33,,paled001
592,Daulton Jefferies,28,2TM,NL,-0.7,0,2,0.0,9.82,6,1,2,0,0,0,14.2,24,20,16,4,4,0,12,1,0,0,73,43.0,6.1,1.909,14.7,2.5,2.5,7.4,3.0,,jeffd001
592,Daulton Jefferies,28,SFG,NL,-0.6,0,2,0.0,17.36,2,1,0,0,0,0,4.2,14,13,9,2,2,0,4,0,0,0,31,24.0,8.31,3.429,27.0,3.9,3.9,7.7,2.0,,jeffd001
592,Daulton Jefferies,28,PIT,NL,-0.1,0,0,,6.3,4,0,2,0,0,0,10.0,10,7,7,2,2,0,8,1,0,0,42,68.0,5.07,1.2,9.0,1.8,1.8,7.2,4.0,,jeffd001
593,Abner Uribe,24,MIL,NL,-0.4,2,2,0.5,6.91,14,0,6,0,0,3,14.1,15,11,11,1,12,2,14,0,0,3,66,61.0,4.63,1.884,9.4,0.6,7.5,8.8,1.17,,uriba001
594,Brandon Williamson*,26,CIN,NL,0.3,0,0,,3.77,4,3,0,0,0,0,14.1,10,7,6,4,5,0,12,2,0,0,59,119.0,6.58,1.047,6.3,2.5,3.1,7.5,2.4,,willb003
595,Tyler Beede,31,CLE,AL,-0.7,1,0,1.0,8.36,13,0,3,0,0,0,14.0,16,14,13,2,9,1,18,3,1,0,68,49.0,5.02,1.786,10.3,1.3,5.8,11.6,2.0,,beedt001
596,Deivi García,25,CHW,AL,-0.7,1,2,0.333,7.07,14,0,3,0,0,1,14.0,16,16,11,2,11,1,15,0,0,4,68,60.0,5.24,1.929,10.3,1.3,7.1,9.6,1.36,,garcd003
597,Miguel Castro,29,ARI,NL,-0.1,0,0,,5.93,11,0,2,0,0,0,13.2,20,9,9,3,3,0,8,1,0,0,64,72.0,5.73,1.683,13.2,2.0,2.0,5.3,2.67,,castm002
598,Max Lazar,25,PHI,NL,0.1,0,0,,4.61,11,0,5,0,0,0,13.2,13,7,7,2,2,0,9,0,0,0,54,93.0,4.19,1.098,8.6,1.3,1.3,5.9,4.5,,lazam001
599,Joely Rodríguez*,32,BOS,AL,-0.5,0,1,0.0,5.93,14,0,2,0,0,0,13.2,19,13,9,3,2,0,12,1,0,1,64,72.0,4.92,1.537,12.5,2.0,1.3,7.9,6.0,,rodrj004
600,Jordan Romano,31,TOR,AL,-0.3,1,2,0.333,6.59,15,0,14,0,0,8,13.2,16,10,10,4,4,1,13,1,0,0,62,64.0,6.17,1.463,10.5,2.6,2.6,8.6,3.25,,romaj004
601,Darius Vines,26,ATL,NL,-0.5,0,1,0.0,8.56,4,2,1,0,0,0,13.2,21,14,13,4,4,0,9,1,0,0,66,50.0,6.75,1.829,13.8,2.6,2.6,5.9,2.25,,vined001
602,Matt Barnes,34,WSN,NL,-0.2,0,0,,6.75,14,0,8,0,0,0,13.1,16,11,10,1,4,0,10,0,1,2,60,62.0,3.54,1.5,10.8,0.7,2.7,6.8,2.5,,barnm001
603,Nick Ramirez*,34,LAD,NL,-0.3,0,0,,6.08,8,0,7,0,0,0,13.1,18,11,9,0,7,1,5,0,0,2,63,67.0,3.99,1.875,12.2,0.0,4.7,3.4,0.71,,ramin003
604,Nick Robertson,25,2TM,2LG,0.1,0,0,,4.05,9,0,7,0,0,0,13.1,15,6,6,3,2,0,14,0,0,0,55,107.0,4.44,1.275,10.1,2.0,1.4,9.5,7.0,,roben002
604,Nick Robertson,25,STL,NL,0.0,0,0,,4.38,8,0,6,0,0,0,12.1,15,6,6,3,2,0,14,0,0,0,52,96.0,4.54,1.378,10.9,2.2,1.5,10.2,7.0,,roben002
604,Nick Robertson,25,TOR,AL,0.0,0,0,,0.0,1,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,3,,3.17,0.0,0.0,0.0,0.0,0.0,,,roben002
605,Anthony Veneziano*,26,2TM,2LG,0.2,1,0,1.0,3.38,12,0,1,0,0,0,13.1,16,7,5,1,3,0,14,1,0,1,58,132.0,2.94,1.425,10.8,0.7,2.0,9.5,4.67,,venea001
605,Anthony Veneziano*,26,KCR,AL,0.0,0,0,,4.5,2,0,1,0,0,0,2.0,4,2,1,0,1,0,2,0,0,0,11,108.0,2.67,2.5,18.0,0.0,4.5,9.0,2.0,,venea001
605,Anthony Veneziano*,26,MIA,NL,0.2,1,0,1.0,3.18,10,0,0,0,0,0,11.1,12,5,4,1,2,0,12,1,0,1,47,138.0,2.99,1.235,9.5,0.8,1.6,9.5,6.0,,venea001
606,Sam Aldegheri*,22,LAA,AL,-0.3,1,2,0.333,4.85,3,3,0,0,0,0,13.0,15,12,7,2,10,0,10,2,0,2,67,89.0,6.4,1.923,10.4,1.4,6.9,6.9,1.0,,aldes001
607,Michael Mercado,25,PHI,NL,-0.7,1,2,0.333,11.08,5,2,0,0,0,0,13.0,16,16,16,9,9,0,10,1,0,1,64,39.0,12.94,1.923,11.1,6.2,6.2,6.9,1.11,,mercm002
608,Ryan Miller,28,LAA,AL,0.0,0,1,0.0,4.15,13,0,5,0,0,0,13.0,13,7,6,2,8,2,11,0,0,0,58,103.0,5.32,1.615,9.0,1.4,5.5,7.6,1.38,,millr004
609,Tyler Mahle,29,TEX,AL,0.1,0,1,0.0,4.97,3,3,0,0,0,0,12.2,14,7,7,1,4,0,10,1,0,1,56,78.0,3.8,1.421,9.9,0.7,2.8,7.1,2.5,,mahlt001
610,Erik Sabrowski*,26,CLE,AL,0.6,0,0,,0.0,8,0,4,0,0,1,12.2,6,0,0,0,4,0,19,0,0,1,47,,1.11,0.789,4.3,0.0,2.8,13.5,4.75,,sabre001
611,Seth Halvorsen,24,COL,NL,0.6,2,1,0.667,1.46,12,0,8,0,0,2,12.1,8,3,2,2,2,0,13,1,1,0,46,332.0,3.9,0.811,5.8,1.5,1.5,9.5,6.5,,halvs001
612,Jimmy Herget,30,ATL,NL,0.1,0,1,0.0,4.38,8,0,7,0,0,0,12.1,13,6,6,2,3,0,15,0,0,0,52,97.0,3.57,1.297,9.5,1.5,2.2,10.9,5.0,,hergj001
613,Luis Peralta*,23,COL,NL,0.8,0,0,,0.73,15,0,1,0,0,0,12.1,7,1,1,0,5,0,14,2,0,2,49,664.0,2.6,0.973,5.1,0.0,3.6,10.2,2.8,,peral001
614,Carlos Rodríguez,22,MIL,NL,-0.4,0,3,0.0,7.3,3,3,0,0,0,0,12.1,19,11,10,3,3,0,9,0,0,0,57,58.0,5.6,1.784,13.9,2.2,2.2,6.6,3.0,,rodrc003
615,Antonio Senzatela,29,COL,NL,0.0,0,1,0.0,6.57,3,3,0,0,0,0,12.1,15,10,9,3,8,0,7,0,1,0,54,74.0,7.14,1.865,10.9,2.2,5.8,5.1,0.88,,senza001
616,Nick Vespi*,28,BAL,AL,0.2,0,0,,2.92,11,0,8,0,0,0,12.1,10,4,4,1,3,0,9,0,0,0,49,136.0,3.49,1.054,7.3,0.7,2.2,6.6,3.0,,vespn001
617,Josh Walker*,29,NYM,NL,0.0,0,0,,5.11,10,0,5,0,0,0,12.1,13,7,7,1,6,0,11,0,1,2,55,79.0,3.9,1.541,9.5,0.7,4.4,8.0,1.83,,walkj004
618,Shane Bieber,29,CLE,AL,0.7,2,0,1.0,0.0,2,2,0,0,0,0,12.0,10,0,0,0,1,0,20,0,0,0,45,,0.08,0.917,7.5,0.0,0.8,15.0,20.0,,biebs001
619,Ben Heller,32,PIT,NL,-0.7,0,1,0.0,11.25,8,0,2,0,0,0,12.0,19,16,15,1,6,1,15,6,0,0,66,38.0,4.75,2.083,14.3,0.8,4.5,11.3,2.5,,hellb001
620,John McMillon,26,MIA,NL,0.7,2,1,0.667,1.5,10,0,5,0,0,0,12.0,7,4,2,1,5,0,13,0,0,0,47,293.0,3.33,1.0,5.3,0.8,3.8,9.8,2.6,,mcmij001
621,Zach Plesac,29,LAA,AL,-0.3,1,1,0.5,8.25,3,3,0,0,0,0,12.0,12,11,11,4,7,0,5,0,0,0,54,52.0,8.42,1.583,9.0,3.0,5.3,3.8,0.71,,plesz001
622,Vinny Nittoli,33,2TM,AL,0.4,0,1,0.0,1.5,9,0,2,0,0,0,12.0,10,2,2,1,2,0,8,0,0,0,46,278.0,3.42,1.0,7.5,0.8,1.5,6.0,4.0,,nittv001
622,Vinny Nittoli,33,OAK,AL,0.2,0,1,0.0,2.25,7,0,1,0,0,0,8.0,8,2,2,1,2,0,5,0,0,0,32,184.0,4.29,1.25,9.0,1.1,2.3,5.6,2.5,,nittv001
622,Vinny Nittoli,33,BAL,AL,0.2,0,0,,0.0,2,0,1,0,0,0,4.0,2,0,0,0,0,0,3,0,0,0,14,,1.67,0.5,4.5,0.0,0.0,6.8,,,nittv001
623,Nick Avila,26,SFG,NL,-0.3,1,0,1.0,8.49,8,0,4,0,0,0,11.2,17,12,11,2,3,0,14,0,0,0,55,47.0,3.77,1.714,13.1,1.5,2.3,10.8,4.67,,aviln001
624,Jake Bloss,23,HOU,AL,-0.2,0,1,0.0,6.94,3,3,0,0,0,0,11.2,16,9,9,5,3,0,11,0,0,2,55,60.0,7.62,1.629,12.3,3.9,2.3,8.5,3.67,,blosj001
625,Kumar Rocker,24,TEX,AL,0.0,0,2,0.0,3.86,3,3,0,0,0,0,11.2,12,6,5,1,6,0,14,1,0,1,55,101.0,3.68,1.543,9.3,0.8,4.6,10.8,2.33,,rockk001
626,Peter Strzelecki,29,CLE,AL,0.2,0,0,,2.31,10,0,6,0,0,0,11.2,11,3,3,1,3,0,9,1,0,0,47,179.0,3.77,1.2,8.5,0.8,2.3,6.9,3.0,,strzp001
627,Easton Lucas*,27,3TM,AL,-0.6,1,0,1.0,10.8,8,0,2,0,0,0,11.2,17,15,14,1,9,0,10,1,0,0,61,41.0,5.14,2.229,13.1,0.8,6.9,7.7,1.11,,lucae002
627,Easton Lucas*,27,OAK,AL,-0.2,0,0,,14.73,3,0,2,0,0,0,3.2,8,7,6,0,3,0,6,0,0,0,23,30.0,2.35,3.0,19.6,0.0,7.4,14.7,2.0,,lucae002
627,Easton Lucas*,27,DET,AL,0.0,1,0,1.0,5.4,3,0,0,0,0,0,3.1,3,2,2,0,2,0,2,1,0,0,16,85.0,4.67,1.5,8.1,0.0,5.4,5.4,1.0,,lucae002
627,Easton Lucas*,27,TOR,AL,-0.3,0,0,,11.57,2,0,0,0,0,0,4.2,6,6,6,1,4,0,2,0,0,0,22,38.0,7.67,2.143,11.6,1.9,7.7,3.9,0.5,,lucae002
628,Johnny Cueto,38,LAA,AL,-0.2,0,2,0.0,7.15,2,2,0,0,0,0,11.1,14,9,9,4,3,1,6,0,0,0,50,60.0,7.49,1.5,11.1,3.2,2.4,4.8,2.0,,cuetj001
629,Logan Gillaspie,27,SDP,NL,-0.2,0,0,,7.15,9,0,4,0,0,0,11.1,15,9,9,2,0,0,7,1,0,0,49,59.0,4.49,1.324,11.9,1.6,0.0,5.6,,,gilll001
630,Yoendrys Gómez,24,NYY,AL,0.1,0,0,,3.97,5,0,3,0,0,0,11.1,11,5,5,2,7,0,10,1,0,1,54,105.0,5.81,1.588,8.7,1.6,5.6,7.9,1.43,,gomey002
631,Kevin Herget,33,MIL,NL,0.3,0,0,,1.59,7,0,5,0,0,1,11.1,6,2,2,1,3,0,9,0,0,0,43,269.0,3.52,0.794,4.8,0.8,2.4,7.1,3.0,,hergk001
632,Brett de Geus,26,3TM,2LG,-0.2,0,2,0.0,7.15,13,0,5,0,0,0,11.1,14,10,9,0,4,0,7,3,1,0,52,63.0,3.78,1.588,11.1,0.0,3.2,5.6,1.75,,degeb001
632,Brett de Geus,26,2TM,AL,-0.2,0,0,,7.94,6,0,3,0,0,0,5.2,7,5,5,0,2,0,3,2,1,0,25,55.0,4.22,1.588,11.1,0.0,3.2,4.8,1.5,,degeb001
632,Brett de Geus,26,SEA,AL,0.1,0,0,,2.7,4,0,3,0,0,0,3.1,4,1,1,0,0,0,2,2,1,0,14,154.0,3.77,1.2,10.8,0.0,0.0,5.4,,,degeb001
632,Brett de Geus,26,MIA,NL,-0.1,0,2,0.0,6.35,7,0,2,0,0,0,5.2,7,5,4,0,2,0,4,1,0,0,27,71.0,3.34,1.588,11.1,0.0,3.2,6.4,2.0,,degeb001
632,Brett de Geus,26,TOR,AL,-0.2,0,0,,15.43,2,0,0,0,0,0,2.1,3,4,4,0,2,0,1,0,0,0,11,31.0,4.88,2.143,11.6,0.0,7.7,3.9,0.5,,degeb001
633,Ryan Borucki*,30,PIT,NL,-0.3,0,0,,7.36,14,0,3,0,0,0,11.0,14,10,9,2,4,0,13,1,0,0,51,58.0,4.53,1.636,11.5,1.6,3.3,10.6,3.25,,borur001
634,J.P. Feyereisen,31,LAD,NL,-0.3,0,1,0.0,8.18,10,0,6,0,0,1,11.0,11,10,10,3,5,0,9,1,0,0,48,50.0,6.71,1.455,9.0,2.5,4.1,7.4,1.8,,feyej001
635,Parker Mushinski*,28,HOU,AL,-0.3,0,0,,6.55,10,0,2,0,0,0,11.0,11,10,8,1,5,0,3,1,0,1,50,64.0,5.44,1.455,9.0,0.8,4.1,2.5,0.6,,mushp001
636,Sean Reynolds,26,SDP,NL,0.3,0,0,,0.82,9,0,3,0,0,0,11.0,10,1,1,0,5,0,21,1,0,0,49,518.0,0.98,1.364,8.2,0.0,4.1,17.2,4.2,,reyns002
637,Josh Rogers*,29,COL,NL,-0.1,2,0,1.0,6.55,6,0,2,0,0,0,11.0,15,8,8,1,3,1,3,2,0,0,50,74.0,5.17,1.636,12.3,0.8,2.5,2.5,1.0,,rogej003
638,Kai-Wei Teng,25,SFG,NL,-0.3,0,0,,9.82,4,0,0,0,0,0,11.0,15,12,12,2,8,0,7,1,0,1,55,41.0,6.71,2.091,12.3,1.6,6.5,5.7,0.88,,tengk001
639,Joan Adon,25,WSN,NL,-0.1,0,0,,6.75,8,1,5,0,0,0,10.2,12,8,8,2,4,0,6,1,0,0,48,62.0,5.88,1.5,10.1,1.7,3.4,5.1,1.5,,adonj001
640,Jacob deGrom,36,TEX,AL,0.4,0,0,,1.69,3,3,0,0,0,0,10.2,11,2,2,1,1,0,14,1,0,0,44,232.0,2.32,1.125,9.3,0.8,0.8,11.8,14.0,,degrj001
641,Jaden Hill,24,COL,NL,0.0,0,0,,5.06,9,0,2,0,0,0,10.2,8,7,6,2,4,0,6,2,0,1,45,96.0,6.17,1.125,6.8,1.7,3.4,5.1,1.5,,hillj002
642,Caleb Kilian,27,CHC,NL,0.0,0,1,0.0,4.22,2,1,0,0,0,0,10.2,11,6,5,2,6,0,7,0,0,1,48,98.0,5.98,1.594,9.3,1.7,5.1,5.9,1.17,,kilic001
643,Kyle Nelson*,27,ARI,NL,0.1,0,0,,4.22,11,0,4,0,0,0,10.2,8,5,5,2,4,1,8,0,0,0,42,102.0,5.23,1.125,6.8,1.7,3.4,6.8,2.0,,nelsk001
644,Ricardo Pinto,30,PHI,NL,-0.5,0,0,,10.97,6,0,5,0,0,1,10.2,19,14,13,2,5,0,8,2,0,0,59,39.0,6.07,2.25,16.0,1.7,4.2,6.8,1.6,,pintr002
645,Austin Warren,28,SFG,NL,0.3,0,0,,1.69,6,0,3,0,0,0,10.2,9,2,2,1,5,0,7,0,0,0,42,239.0,4.48,1.313,7.6,0.8,4.2,5.9,1.4,,warra003
646,Humberto Castellanos,26,ARI,NL,-0.1,0,0,,5.23,7,0,4,0,0,1,10.1,11,6,6,0,4,0,7,2,0,1,48,83.0,3.55,1.452,9.6,0.0,3.5,6.1,1.75,,casth002
647,Caden Dana,20,LAA,AL,-0.5,1,2,0.333,9.58,3,3,0,0,0,0,10.1,14,12,11,5,7,0,8,1,0,0,52,45.0,10.23,2.032,12.2,4.4,6.1,7.0,1.14,,danac001
648,Jacob Lopez*,26,TBR,AL,0.0,0,0,,5.23,4,1,1,0,0,0,10.1,5,7,6,2,7,0,8,2,0,0,46,79.0,6.75,1.161,4.4,1.7,6.1,7.0,1.14,,lopej007
